GenProtEC: MultiFun assignments for E. coli modules
August 28th, 2007

Bnum	MultiFun class
b3449	1.7.6.1
b3449	7.1
b3450	1.3.6
b3450	1.3.7
b3450	1.5.4
b3450	1.6.1
b3450	1.7.6
b3450	4.3.A.1.a
b3450	4.S.78
b3450	7.1
b3451	1.3.6
b3451	1.3.7
b3451	1.5.4
b3451	1.6.1
b3451	1.7.6
b3451	4.3.A.1.m
b3451	4.S.78
b3451	6.1
b3451	7.3
b3452	1.3.6
b3452	1.3.7
b3452	1.5.4
b3452	1.6.1
b3452	1.7.6
b3452	4.3.A.1.m
b3452	4.S.78
b3452	6.1
b3452	7.3
b3453	1.3.6
b3453	1.3.7
b3453	1.5.4
b3453	1.6.1
b3453	1.7.6
b3453	4.3.A.1.p
b3453	4.S.78
b3453	7.2
b3454	1.1.3
b3454	1.5.1.18
b3454	1.5.1.19
b3454	4.3.A.1.a
b3454	4.S.108
b3454	4.S.154
b3454	7.1
b3455	1.1.3
b3455	1.5.1.18
b3455	1.5.1.19
b3455	4.3.A.1.a
b3455	4.S.108
b3455	4.S.154
b3455	7.1
b3456	1.5.1.18
b3456	1.5.1.19
b3456	4.3.A.1.m
b3456	4.S.108
b3456	4.S.154
b3456	6.1
b3456	7.3
b3457	1.5.1.18
b3457	1.5.1.19
b3457	4.3.A.1.m
b3457	4.S.108
b3457	4.S.154
b3457	6.1
b3457	7.3
b3458	1.5.1.19
b3458	4.3.A.1.p
b3458	4.S.108
b3458	4.S.154
b3458	7.2
b3460	1.5.1.18
b3460	1.5.1.19
b3460	4.3.A.1.p
b3460	4.S.108
b3460	4.S.154
b3460	7.2
b3461	2.2.2
b3461	3.1.2.1
b3461	3.3.3
b3461	5.5.2
b3461	7.1
b3462	4.3.A.1.m
b3462	5.1
b3462	6.1
b3462	7.3
b3463	4.3.A.1.a
b3463	5.1
b3463	7.1
b3464_1	4.3.A.5
b3464_1	5.1
b3464_1	6.1
b3464_1	7.3
b3464_2	4.3.A.5
b3464_2	5.1
b3464_2	6.1
b3464_2	7.3
b3468	6.1
b3469	1.3.8
b3469	4.3.A.3
b3469	4.S.151
b3469	5.6.2
b3469	6.1
b3469	7.3
b3471	6.1
b3473	4.2.A.1
b3473	6.1
b3473	7.3
b3474	4.9.B.22
b3474	6.1
b3474	7.3
b3475	1.5.4.3
b3476	4.3.A.1.p
b3476	4.S.143
b3476	5.3
b3476	7.2
b3477	4.3.A.1.m
b3477	4.S.143
b3477	6.1
b3477	7.3
b3478	4.3.A.1.m
b3478	4.S.143
b3478	6.1
b3478	7.3
b3479	1.3.6
b3479	1.3.7
b3479	4.3.A.1.a
b3479	4.S.143
b3479	7.1
b3480	1.3.6
b3480	1.3.7
b3480	4.3.A.1.a
b3480	4.S.143
b3480	7.1
b3481	2.2.2
b3481	3.1.2.3
b3481	3.3.1
b3481	7.1
b3482	9
b3485	4.3.A.1.m
b3485	4.S.104
b3485	6.1
b3485	7.3
b3486_1	2.3.8
b3486_1	7.1
b3486_2	2.3.8
b3486_2	7.1
b3486_3	2.3.8
b3486_3	7.1
b3487	6.1
b3487	7.3
b3491	4
b3491	6.1
b3493	1.8.1
b3493	4.2.A.20
b3493	4.S.155
b3493	6.1
b3493	7.3
b3494	5.5
b3494	5.6.2
b3494	6.1
b3494	7.3
b3495	3.1.4
b3495	5.5
b3495	7.1
b3496	4.2.A.17
b3496	4.S.152
b3496	6.1
b3496	7.3
b3498	1.2.3
b3500	1.5.3.22
b3500	7.1
b3501	2.2.2
b3501	3.1.2.3
b3501	3.3.1
b3501	5.6.4
b3501	7.1
b3502	4.3.A.4
b3502	4.S.19
b3502	5.6.2
b3502	6.1
b3502	7.3
b3503	5.6.4
b3505	8.3
b3506	5.5.3
b3506	6.1
b3506	7.4
b3507	3.1.2
b3508	4.9.B
b3508	6.1
b3510	7.2
b3511	6.1
b3512	3.1.2.2
b3512	3.3.1
b3512	5.5.4
b3513	5.6.4
b3513	6.1
b3513	7.3
b3514	4.2.A.6
b3514	4.S.126
b3514	5.6.4
b3514	6.1
b3514	7.4
b3515	2.2.2
b3515	3.1.2.2
b3515	3.1.2.3
b3515	3.3.2
b3515	5.5.4
b3515	7.1
b3516	2.2.2
b3516	3.1.2.2
b3516	3.3.1
b3516	5.5.4
b3516	7.1
b3517	1.1.3.4
b3517	1.7.13
b3517	5.5.4
b3517	7.1
b3518	1.6.15.1
b3519	1.1.1.27
b3519	7.1
b3520	2.2.2
b3520	3.1.2.2
b3521	2.2.2
b3521	3.1.2.2
b3521	3.1.2.3
b3522	6.1
b3523	4.2.A.1
b3523	6.1
b3523	7.3
b3526	1.1.1.5
b3526	1.1.1.7
b3527	1.2.3
b3528	1.1.1
b3528	1.1.1.29
b3528	3.1.4
b3528	4.2.A.23
b3528	4.S.134
b3528	6.1
b3528	7.3
b3530	1.6.16
b3531	1.6.16
b3531	7.5
b3532	1.6.16
b3533	1.6.16
b3533	4.4.A.5
b3533	6.1
b3534	5.1
b3538	6.1
b3539	4.2.A.42
b3539	6.1
b3539	7.3
b3540	1.1.3
b3540	4.3.A.1.a
b3540	4.S.47
b3540	7.1
b3541	1.1.3
b3541	4.3.A.1.a
b3541	4.S.47
b3541	7.1
b3542	1.2.3
b3542	4.3.A.1.m
b3542	4.S.47
b3542	6.1
b3542	7.3
b3543	1.2.3
b3543	4.3.A.1.m
b3543	4.S.47
b3543	6.1
b3543	7.3
b3544	1.1.3
b3544	4.3.A.1.p
b3544	4.S.47
b3544	7.2
b3545	2.2.5
b3545	7.1
b3546	6.1
b3547	4.2.A.1
b3547	4.S.60
b3547	5.6.4
b3547	6.1
b3547	7.3
b3548	1.1.2
b3549	2.1.4
b3549	7.1
b3551	1.7.1
b3552	6.1
b3552	7.4
b3553	1.1.1.2
b3553	1.7.21
b3553	7.1
b3555	3.1.2
b3556	2.2.2
b3556	3.1.2.2
b3556	3.3.1
b3556	5.5.2
b3556	7.1
b3557	8.3
b3558	8.3
b3559	2.3.1
b3559	7.1
b3560	2.3.1
b3560	7.1
b3561	6.1
b3562	6.1
b3563	6.1
b3564	1.1.1.19
b3565	1.1.1.19
b3565	1.7.9
b3565	7.1
b3566	1.1.1
b3566	4.3.A.1.p
b3566	4.S.50
b3566	7.2
b3567_1	1.1.1
b3567_1	4.3.A.1.a
b3567_1	4.S.50
b3567_1	7.1
b3567_2	1.1.1
b3567_2	4.3.A.1.a
b3567_2	4.S.50
b3567_2	7.1
b3568	1.1.1
b3568	4.3.A.1.m
b3568	4.S.50
b3568	6.1
b3568	7.3
b3569	1.1.1
b3569	2.2.2
b3569	3.1.2.2
b3569	3.1.2.3
b3569	3.3.1
b3569	7.1
b3571	1.2.4.1
b3571	2.3.6
b3571	7.2
b3572	1.5.1.17
b3574	2.2.2
b3574	3.1.2.3
b3574	3.3.1
b3575	1.7.1
b3577	4
b3577	6.1
b3578	6.1
b3578	7.3
b3579	4.9.B
b3579	7.2
b3580	1.1.1.10
b3580	1.1.1.25
b3581	1.1.1.25
b3582	1.7.1
b3583	1.1.1.25
b3584	7.4
b3585	2.2.2
b3585	3.1.2.2
b3585	3.1.2.3
b3586	6.1
b3586	7.3
b3588	1.7.23
b3589	1.7.1
b3590	2.3.2
b3590	7.1
b3591	1.5.1.23
b3591	1.5.3.6
b3591	2.2.3
b3591	7.1
b3592	1.7.1
b3593	9
b3595	9
b3597	6.1
b3597	7.3
b3599_1	1.1.1
b3599_1	4.4.A.2
b3599_1	4.S.115
b3599_1	6.1
b3599_1	7.3
b3599_2	1.1.1
b3599_2	4.4.A.2
b3599_2	4.S.115
b3599_2	6.1
b3599_2	7.3
b3600	1.1.1.21
b3601	1.1.1
b3601	2.2.2
b3601	3.1.4
b3601	7.1
b3603	1.1.1
b3603	4.2.A.14
b3603	4.S.98
b3603	6.1
b3603	7.3
b3604	1.3.6
b3604	2.2.2
b3604	3.1.2.3
b3604	3.3.1
b3604	7.1
b3605	1.3.6
b3605	1.3.7
b3605	1.4.1
b3605	6.1
b3605	7.3
b3606	2.2.3
b3607	1.5.1.12
b3607	7.1
b3608	1.6.1.2
b3608	1.7.6
b3608	1.8.1
b3608	7.1
b3609	2.3.4
b3609	4.S.160
b3609	7.1
b3610	1.6.15.2
b3612	1.3.1
b3612	1.7.8
b3612	7.1
b3613	6.1
b3613	7.3
b3616	1.1.3.7
b3617	1.1.3.7
b3618	1.6.3
b3618	6.3
b3619	1.6.3.2
b3619	6.3
b3620	1.6.3.2
b3620	6.3
b3621	1.6.3.2
b3621	6.3
b3621	7.3
b3622	1.6.3.2
b3622	6.1
b3622	6.3
b3622	7.3
b3623	1.6.3.2
b3623	6.3
b3623	7.3
b3624	1.6.3.2
b3624	6.3
b3624	7.3
b3625	1.6.3.2
b3625	6.3
b3625	7.3
b3626	6.3
b3627	6.3
b3628	6.3
b3629	1.6.3.2
b3629	6.3
b3629	7.3
b3630	1.6.3.2
b3630	6.3
b3630	7.3
b3631	1.6.3.2
b3631	5.8
b3631	6.3
b3631	7.3
b3632	1.6.3.2
b3632	6.3
b3632	7.3
b3633	1.6.3.2
b3633	1.6.3.3
b3633	1.6.5
b3633	6.1
b3633	6.3
b3633	6.7
b3634	1.5.3.5
b3634	6.3
b3635	2.1.4
b3635	7.1
b3636	2.3.2
b3636	2.3.8
b3636	6.6
b3636	7.1
b3637	2.3.2
b3637	2.3.8
b3637	6.6
b3637	7.1
b3638	2.1.1
b3638	2.1.4
b3638	7.1
b3639_1	1.5.3.5
b3639_1	2.1.1
b3639_1	7.1
b3639_2	1.5.3.5
b3639_2	2.1.1
b3639_2	7.1
b3640	1.7.15
b3641	2.2.2
b3641	3.1.2.2
b3641	3.1.2.3
b3641	4.9.B
b3642	1.5.2.2
b3642	7.1
b3643	1.2.1
b3643	2.2.4
b3645	2.1.4
b3645	7.1
b3646	6.1
b3647	2.1.4
b3648	1.5.2.1
b3648	7.1
b3649	2.2.2
b3649	7.1
b3650	1.7.33
b3650	1.7.43
b3650	3.1.3.4
b3650	5.5.3
b3650	7.1
b3651	2.2.3
b3652	2.1.1
b3652	7.1
b3653	1.5.1.5
b3653	4.2.A.27
b3653	4.S.135
b3653	6.1
b3653	7.3
b3654	4.2.A.40
b3654	4.S.162
b3654	6.1
b3654	7.3
b3656	1.7.1
b3657	4.2.A.2
b3657	6.1
b3657	7.3
b3658	2.2.5
b3658	7.1
b3659	4.2.A.1
b3659	4.S.173
b3659	6.1
b3659	7.3
b3660	6.1
b3661	6.1
b3661	7.3
b3662	4.2.A.1
b3662	6.1
b3662	7.3
b3664	6.1
b3665	1.1.5
b3666	1.1.1
b3666	4.2.A.1
b3666	4.S.86
b3666	6.1
b3666	7.3
b3667	1.1.1
b3667	2.2.2
b3667	3.1.2.4.2
b3667	3.1.2.4.3
b3667	3.3.1
b3667	6.1
b3667	7.3
b3668	1.1.1
b3668	2.3.3
b3668	3.1.2.4.3
b3668	3.1.3.2
b3668	6.1
b3668	7.3
b3669	1.1.1
b3669	2.2.2
b3669	3.1.2.2
b3669	3.1.2.4.3
b3669	3.3.1
b3669	7.1
b3670	1.5.1.18
b3671	1.5.1.18
b3672	1.5.1.18
b3672	7.1
b3673	4.2.A.1
b3673	4.S.126
b3673	5.6.4
b3673	6.1
b3673	7.3
b3674	3.1.4
b3678	1.8.2
b3679	4.2.A.21
b3679	4.S.129
b3679	6.1
b3679	7.3
b3680	2.2.2
b3680	3.1.2.2
b3681	1.1.1
b3682	4.4.A.1
b3682	4.S.173
b3683	4.4.A.1
b3683	4.S.173
b3683	6.1
b3683	7.3
b3684	2.2.2
b3684	3.1.2.3
b3685	4.9.B
b3685	6.1
b3686	5.5.2
b3686	5.5.6
b3687	5.5.2
b3687	5.5.6
b3691	1.1.1
b3691	4.2.A.1
b3691	4.S.43
b3691	6.1
b3691	7.3
b3692	1.1.1.13
b3693	1.1.1.13
b3694	1.1.1
b3694	2.2.2
b3694	3.1.2.3
b3694	3.3.1
b3694	7.1
b3695	2.2.2
b3695	3.1.2.3
b3695	3.3.1
b3699	2.1.1
b3699	2.2.2
b3699	3.1.1.1
b3699	7.1
b3700	2.1.1
b3700	2.1.3
b3700	2.1.4
b3700	7.1
b3701	2.1.1
b3701	7.1
b3702	2.1.1
b3702	2.3.7
b3702	3.1.2.5
b3702	3.3.2
b3702	7.1
b3703	2.3.2
b3703	2.3.8
b3703	6.6
b3703	7.1
b3704	1.2.1
b3704	2.2.3
b3704	7.1
b3705	4.2.A.9
b3705	4.S.preprotein
b3705	6.1
b3705	7.3
b3706	2.2.3
b3706	5.6.2
b3707	1.1.3
b3708	1.1.3.8
b3708	1.1.3.9
b3709	1.5.1.15
b3709	4.2.A.42
b3709	4.S.183
b3709	6.1
b3709	7.3
b3710	4.2.A.1
b3710	4.S.31
b3710	4.S.49
b3710	5.6.4
b3710	6.1
b3710	7.3
b3711	2.2.2
b3711	3.1.2.2
b3711	3.1.2.3
b3713	5.6.2
b3714	6.1
b3716	6.1
b3719	1.1.1
b3720	10
b3720	4.1.B.3
b3720	6.1
b3720	7.4
b3721	10
b3722_1	1.1.1
b3722_1	2.3.3
b3722_1	3.1.3.2
b3722_1	4.4.A.1
b3722_1	6.1
b3722_1	7.3
b3722_2	1.1.1
b3722_2	2.3.3
b3722_2	3.1.3.2
b3722_2	4.4.A.1
b3722_2	6.1
b3722_2	7.3
b3723	1.1.1
b3723	2.2.2
b3723	3.1.2.2
b3723	3.3.1
b3723	7.1
b3724	1.8.1
b3724	3.1.4
b3724	4.S.155
b3725	1.8.1
b3725	4.3.A.1.a
b3725	4.S.155
b3725	7.1
b3726	1.8.1
b3726	4.3.A.1.m
b3726	4.S.155
b3726	6.1
b3726	7.3
b3727	1.8.1
b3727	4.3.A.1.m
b3727	4.S.155
b3727	6.1
b3727	7.3
b3728	1.8.1
b3728	4.3.A.1.p
b3728	4.S.155
b3728	7.2
b3729	1.6.3.1
b3729	1.6.7
b3729	1.7.10
b3729	1.7.12
b3729	6.1
b3729	6.2
b3729	6.3
b3729	7.1
b3730_1	1.1.4
b3730_1	1.6.3.1
b3730_1	1.6.4
b3730_1	1.6.7
b3730_1	1.7.10
b3730_1	1.7.12
b3730_1	6.1
b3730_1	6.2
b3730_1	6.3
b3730_1	7.1
b3730_2	1.1.4
b3730_2	1.6.3.1
b3730_2	1.6.4
b3730_2	1.6.7
b3730_2	1.7.10
b3730_2	1.7.12
b3730_2	6.1
b3730_2	6.2
b3730_2	6.3
b3730_2	7.1
b3731	1.3.8
b3731	4.3.A.2
b3731	4.S.82
b3731	6.1
b3731	7.3
b3732	1.3.8
b3732	4.3.A.2
b3732	4.S.82
b3732	6.1
b3732	7.3
b3733	1.3.8
b3733	4.3.A.2
b3733	4.S.82
b3733	6.1
b3733	7.3
b3734	1.3.8
b3734	4.3.A.2
b3734	4.S.82
b3734	6.1
b3734	7.3
b3735	1.3.8
b3735	4.3.A.2
b3735	4.S.82
b3735	6.1
b3735	7.3
b3736	1.3.8
b3736	4.3.A.2
b3736	4.S.82
b3736	6.1
b3736	7.3
b3737	1.3.8
b3737	4.3.A.2
b3737	4.S.82
b3737	6.1
b3737	7.3
b3738	1.3.8
b3738	2.3.4
b3738	4.3.A.2
b3738	4.S.82
b3738	6.1
b3738	7.3
b3739	1.3.8
b3739	4.3.A.2
b3739	4.S.82
b3739	6.1
b3739	7.3
b3740	5.1
b3741	5.1
b3742	1.5.3.1
b3743	1.5.1.6
b3743	2.2.2
b3743	3.1.2.2
b3743	3.1.2.3
b3743	3.3.2
b3743	7.1
b3744	1.5.1.6
b3744	7.1
b3746_1	3.1.4
b3746_2	3.1.4
b3747	4.2.A.72
b3747	4.S.96
b3747	5.5.1
b3747	6.1
b3747	7.3
b3748	1.1.1
b3748	4.3.A.1.m
b3748	4.S.48
b3748	6.1
b3748	7.3
b3749_1	1.1.1
b3749_1	4.3.A.1.a
b3749_1	4.S.48
b3749_1	7.1
b3749_2	1.1.1
b3749_2	4.3.A.1.a
b3749_2	4.S.48
b3749_2	7.1
b3750	1.1.1
b3750	4.3.A.1.m
b3750	4.S.48
b3750	6.1
b3750	7.3
b3751	1.1.1
b3751	4.3.A.1.p
b3751	4.S.48
b3751	7.2
b3752	1.1.1.22
b3752	7.1
b3753	1.1.1
b3753	2.2.2
b3753	3.1.2.3
b3753	3.3.1
b3753	7.1
b3754	4.2.A.1
b3754	6.1
b3754	7.3
b3755	3.1.4
b3756	2.2.6
b3756	2.3.2
b3756	6.6
b3756	7.1
b3757	2.2.5
b3757	7.1
b3758	2.2.6
b3758	2.3.2
b3758	6.6
b3758	7.1
b3759	2.2.6
b3759	2.3.2
b3759	6.6
b3759	7.1
b3760	2.2.5
b3760	7.1
b3761	2.2.5
b3761	7.1
b3762	3.1.4
b3762	5.3
b3763	1.6.1
b3763	2.2.2
b3763	3.1.2.2
b3763	3.1.2.3
b3763	3.3.1
b3763	7.1
b3764	3.1.2
b3765	3.1.4
b3766	1.5.1.18
b3766	7.1
b3767	1.5.1.18
b3767	10
b3768	1.5.1.18
b3768	10
b3769	1.5.1.18
b3770	1.5.1.17
b3770	1.5.1.18
b3770	1.5.1.19
b3770	1.5.3.23
b3770	1.5.3.5
b3771	1.5.1.18
b3772	1.5.1.18
b3773	1.5.1.18
b3773	2.2.2
b3773	3.1.2.2
b3773	3.1.2.3
b3773	3.3.1
b3773	7.1
b3774	1.5.1.18
b3774	7.1
b3775	2.3.4
b3778	2.1.1
b3778	7.1
b3779	1.7.33
b3779	1.7.43
b3779	1.8.1
b3779	5.5.3
b3779	7.1
b3781	1.6.15.2
b3782	2.2.2
b3782	7.1
b3783	2.2.2
b3783	3.1.2.3
b3783	7.1
b3784	1.6.4
b3784	6.1
b3784	6.3
b3785	1.6.4
b3785	3.1.4
b3785	6.1
b3785	6.3
b3785	7.3
b3786	1.6.4
b3786	6.1
b3786	6.3
b3786	7.1
b3787	1.6.4
b3787	6.1
b3787	6.3
b3788	1.6.3.1
b3788	1.6.4
b3788	6.1
b3788	6.3
b3789	1.6.3.1
b3789	1.6.4
b3789	6.1
b3789	6.3
b3790	1.6.3.2
b3790	1.6.4
b3790	6.3
b3790	7.3
b3791	1.6.4
b3791	6.1
b3791	6.3
b3792	1.6.15.1
b3792	6.1
b3793	1.6.4
b3793	6.1
b3793	6.3
b3793	7.3
b3794	1.6.4
b3794	6.1
b3794	6.3
b3795	4.2.A.3
b3795	4.S.12
b3795	6.1
b3795	7.3
b3796	2.2.5
b3796	7.1
b3797	2.2.5
b3797	7.1
b3798	2.2.5
b3798	7.1
b3799	2.2.5
b3799	7.1
b3800	1.8.2
b3800	2.3.4
b3800	3.1.4
b3800	7.1
b3801	1.8.2
b3801	7.1
b3802	1.5.3.12
b3803	1.5.3.12
b3804	1.5.3.12
b3805	1.5.3.12
b3806	3.1.3.3
b3806	7.1
b3809	1.5.1.7
b3809	7.1
b3811	2.1.3
b3811	5.1
b3813	2.1.1
b3813	2.1.4
b3813	5.8
b3813	7.1
b3816	4.9.A.17
b3816	4.S.121
b3816	6.1
b3816	7.3
b3818	6.1
b3819	4.9.B
b3819	4.S.31
b3819	5.6.4
b3819	6.1
b3821	1.8.1
b3821	6.1
b3821	7.4
b3822	2.1.1
b3822	2.1.3
b3822	2.1.4
b3822	7.1
b3823	1.5.1.8
b3823	4.2.A.76
b3823	4.S.180
b3823	6.1
b3823	7.3
b3824	1.5.1.11
b3824	4.2.A.76
b3824	4.S.90
b3824	6.1
b3824	7.3
b3825	1.8.1
b3827	4.9.B
b3827	6.1
b3828	1.5.1.9
b3828	2.2.2
b3828	3.1.2.2
b3828	3.1.2.3
b3828	3.3.1
b3828	7.1
b3829	1.5.1.9
b3829	1.7.20
b3829	7.1
b3830	1.7.1
b3831	1.1.5.6
b3831	1.7.33.4
b3833	1.3.6
b3833	1.3.7
b3833	1.5.3.11
b3835	1.3.6
b3835	1.5.3.11
b3835	3.1.4
b3836	4.2.A.64
b3836	4.S.160
b3836	6.1
b3836	7.3
b3838	4.2.A.64
b3838	4.S.160
b3838	6.1
b3838	7.3
b3839	4.2.A.64
b3839	4.S.160
b3839	6.1
b3840	7.1
b3842	1.6.13
b3842	1.6.3.2
b3842	2.2.2
b3842	3.1.2.2
b3842	3.3.2
b3842	6.3
b3842	6.5
b3842	7.1
b3843	1.3.6
b3843	1.5.3.11
b3844	1.4.3
b3845	1.1.2.6
b3845	7.1
b3846_1	1.1.2.6
b3846_2	1.1.2.6
b3847	1.2.3
b3848	2.3.2
b3849	4.2.A.38
b3849	4.S.96
b3849	6.1
b3849	7.3
b3850	1.5.3.12
b3851	2.2.6
b3851	2.3.2
b3851	6.6
b3851	7.1
b3852	2.2.5
b3852	7.1
b3853	2.2.5
b3853	7.1
b3854	2.2.6
b3854	2.3.2
b3854	6.6
b3854	7.1
b3855	2.2.6
b3855	2.3.2
b3855	6.6
b3855	7.1
b3856	1.5.3.4
b3857	1.5.3.4
b3860	2.3.4
b3860	5.5
b3860	7.2
b3862	2.2.3
b3862	2.2.4
b3862	6.1
b3862	6.6
b3862	7.1
b3863_1	2.1.1
b3863_1	7.1
b3863_2	2.1.1
b3863_2	7.1
b3864	2.1.1
b3864	3.1.1
b3864	7.1
b3865	5.2
b3867	1.5.3.12
b3868_1	1.5.1.2
b3868_1	1.8.3
b3868_1	2.2.2
b3868_1	3.1.2.2
b3868_1	3.1.2.3
b3868_1	3.1.2.4.3
b3868_1	3.3.1
b3868_1	7.1
b3868_2	1.5.1.2
b3868_2	1.8.3
b3868_2	2.2.2
b3868_2	3.1.2.1
b3868_2	3.1.2.4.3
b3868_2	3.3.1
b3868_2	7.1
b3869	1.8.3
b3869	2.3.3
b3869	3.1.2.4.3
b3869	3.1.3.2
b3869	6.1
b3869	7.3
b3870	1.5.1.2
b3870	1.8.3
b3870	3.1.2.4.3
b3870	7.1
b3872	2.2.2
b3872	3.1.2.3
b3874	4.2.A.1
b3874	6.1
b3874	7.3
b3876	4.2.A.2
b3876	6.1
b3876	7.3
b3877	4.2.A.2
b3877	6.1
b3877	7.3
b3878	1.7.1
b3879	1.7.1
b3883	1.7.1
b3884	2.2.2
b3884	3.1.2.3
b3884	3.3.2
b3886	2.2.3
b3886	6.1
b3886	7.1
b3887	2.2.3
b3887	5.6.2
b3887	7.1
b3891	1.3.7
b3891	2.3.4
b3892	1.3.6
b3892	1.3.7
b3892	1.4.1
b3892	1.6.15.1
b3892	6.1
b3892	7.3
b3893	1.3.6
b3893	1.3.7
b3893	1.4.1
b3893	6.1
b3893	7.3
b3894	1.3.6
b3894	1.3.7
b3894	1.4.1
b3894	7.1
b3895	1.3.7
b3895	2.3.4
b3895	7.1
b3897	2.2.2
b3897	3.1.2.3
b3897	3.3.1
b3898	1.2.4
b3899_1	4.4.A.2
b3899_1	4.S.63
b3899_1	6.1
b3899_2	4.4.A.2
b3899_2	4.S.63
b3899_2	6.1
b3900	1.1.1
b3900	4.4.A.2
b3900	4.S.63
b3902	1.1.1.16
b3903	1.1.1.10
b3903	1.1.1.16
b3904	1.1.1.16
b3905	1.1.1
b3905	2.2.2
b3905	3.1.2.2
b3905	3.3.1
b3905	7.1
b3906	1.1.1
b3906	2.2.2
b3906	3.1.2.2
b3906	3.3.1
b3906	7.1
b3907	1.1.1
b3907	4.2.A.7
b3907	4.S.109
b3907	6.1
b3907	7.3
b3908	5.5.6
b3908	5.6.2
b3908	7.1
b3909	1.1.1
b3909	4.2.A.10
b3909	4.S.2
b3909	6.1
b3909	7.3
b3911	1.2.3
b3911	2.3.3
b3911	3.1.2.4.3
b3911	3.1.3.2
b3911	5.12
b3911	5.6.2
b3911	6.1
b3911	7.3
b3912	1.2.3
b3912	2.2.2
b3912	3.1.2.2
b3912	3.1.2.4.3
b3912	5.12
b3912	5.6.2
b3912	7.1
b3913	2.2.2
b3913	3.1.2.4.3
b3913	5.6.2
b3913	7.2
b3914	7.2
b3915	4.2.A.4
b3915	4.S.196
b3915	6.1
b3915	7.3
b3916	1.1.1.17
b3916	1.1.1.21
b3916	1.3.1
b3916	1.7.44
b3916	7.1
b3917	1.8.2
b3917	4.3.A.1.p
b3917	4.S.174
b3917	7.2
b3918	1.6.1
b3919	1.3.1
b3921	6.1
b3923	5.5
b3924	1.7.1
b3924	5.6.2
b3925	1.7.8
b3925	7.1
b3926	1.7.6.1
b3927	1.5.4
b3927	1.7.6
b3927	4.1.A.8
b3927	4.S.77
b3927	6.1
b3927	7.3
b3929	3.1.3.3
b3929	7.1
b3930	1.3.7
b3930	1.5.3.11
b3930	6.1
b3930	7.3
b3931	2.3.4
b3931	2.3.6
b3931	3.1.3.4
b3931	5.1
b3931	5.5.2
b3931	7.1
b3932	1.2.3
b3932	2.3.4
b3932	2.3.6
b3932	3.1.3.4
b3932	5.1
b3932	7.1
b3933	5.1
b3933	7.3
b3934	1.7.33
b3934	2.2.2
b3934	3.1.2.3
b3934	3.3.2
b3934	7.1
b3935	2.1.1
b3935	7.1
b3936	2.3.2
b3936	2.3.8
b3936	6.6
b3936	7.1
b3938	1.5.1.9
b3938	2.2.2
b3938	3.1.2.3
b3938	3.3.1
b3938	7.1
b3939	1.1.3.7
b3939	1.5.1.9
b3939	7.1
b3940_1	1.5.1.21
b3940_1	1.5.1.9
b3940_2	1.5.1.21
b3940_2	1.5.1.9
b3941	1.7.17
b3942	5.6.2
b3943	6.1
b3945	1.1.3.7
b3945	1.7.6.2
b3946	1
b3947_1	1.1.1
b3947_1	4.8.A.7
b3947_1	4.S.173
b3947_2	1.1.1
b3947_2	4.8.A.7
b3947_2	4.S.173
b3949	4.4.A.2
b3949	4.S.63
b3950	1.1.1
b3950	4.4.A.2
b3950	4.S.63
b3951	1.3.7
b3952	1.3.7
b3952	2.3.3
b3952	3.1.3.3
b3953	1.1.1
b3953	4.4.A.2
b3953	4.S.63
b3954	2.2.2
b3954	3.1.2.2
b3955	6.1
b3956	1.3.5
b3956	1.3.7
b3956	1.7.8
b3956	7.1
b3957	1.5.1.22
b3957	1.5.1.3
b3957	7.1
b3958	1.5.1.22
b3958	1.5.1.3
b3958	7.1
b3959	1.5.1.22
b3959	1.5.1.3
b3959	7.1
b3960	1.5.1.3
b3960	7.1
b3961	2.2.2
b3961	3.1.2.2
b3961	3.1.2.3
b3961	3.3.2
b3961	5.5.6
b3961	7.1
b3962	1.7.10
b3962	7.1
b3963	1.5.4
b3963	3.1.2.3
b3963	7.1
b3965	2.2.3
b3965	7.1
b3966	4.1.B
b3966	4.S.187
b3966	6.1
b3966	7.4
b3966	8.1
b3967	1.6.7
b3967	6.2
b3968	2.2.6
b3968	2.3.2
b3968	6.6
b3968	7.1
b3969	2.2.5
b3969	7.1
b3970	2.2.6
b3970	2.3.2
b3970	6.6
b3970	7.1
b3971	2.2.6
b3971	2.3.2
b3971	6.6
b3971	7.1
b3972	1.6.7
b3972	6.2
b3972	7.1
b3973	1.5.3.1
b3973	1.5.4.3
b3973	2.2.2
b3973	3.1.2.3
b3973	3.3.1
b3973	7.1
b3974	1.5.3.5
b3976	2.2.5
b3976	7.1
b3977	2.2.5
b3977	7.1
b3978	2.2.5
b3978	7.1
b3979	2.2.5
b3979	7.1
b3980	2.3.2
b3980	5.5.1
b3980	7.1
b3981	4.3.A.5
b3981	4.S.160
b3981	6.1
b3981	7.3
b3982	2.2.2
b3982	7.1
b3983	2.3.2
b3983	2.3.8
b3983	6.6
b3983	7.1
b3984	2.3.2
b3984	2.3.8
b3984	3.1.3.1
b3984	6.6
b3984	7.1
b3985	2.3.2
b3985	2.3.8
b3985	6.6
b3985	7.1
b3986	2.3.2
b3986	2.3.8
b3986	6.6
b3986	7.1
b3987	2.2.2
b3987	7.1
b3988	2.2.2
b3988	7.1
b3989	5.5.2
b3990	1.5.3.8
b3991	1.5.3.8
b3992	1.5.3.8
